TEXT	TRANSLATION
"Time Span"	"Zeitspanne"
"Time Span Aggregation"	""
"Time Span [a]"	"Zeitspanne [a]"
"Time Span [h]"	"Zeitspanne [h]"
"Time Stamp"	""
"Time Stamp without date"	"Zeitstempel ohne Datum"
"Time Step"	""
"Time Step Adjustment"	""
"Time Step [h]"	"Zeitschritt [h]"
"Time Step [kyr]"	""
"Time expected as 1000 years before present (ka BP)."	""
"Time interval is to large for a stable solution."	"Das Zeitintervall ist zu groß für eine sichere Lösung."
"Time of Concentration [min]"	""
"Time of Concentration [min] used to estimate flow speed."	""
"Time span used for the calculation of daily radiation sums."	"Zeitspanne die für die Berechnung der täglichen Strahlungssummen benutzt wird."
"Time step exceeds duration"	""
"Time step size for a day's calculation given in hours."	"Zeitschrittgröße für eine Tagesberechnung gegeben in Stunden."
"Time step size for a range of days calculation given in days."	"Zeitschrittgröße für eine Berechnung eines Bereichs von Tagen gegeben in Tagen."
"Timespan (days)"	""
"Tip of the Day..."	"Tip des Tages.."
"Tissot's Indicatrix"	""
"Title"	""
"To"	""
"To be used for RGB and CMYK coded values (i.e. images)."	""
"Toggle Anaglyph View"	""
"Toggle Light Source Controls"	""
"Toggle Stereo View Twin Window"	""
"Tolerance"	"Toleranz"
"Tolerance (Degree)"	"Toleranz (Grad)"
"Tolerance Distance"	""
"Tolerance [Degree]"	"Toleranz [Grad]"
"Tool"	"Werkzeug"
"Tool Bar Button Size"	""
"Tool Chain"	""
"Tool Chain (with header)"	""
"Tool Chains"	""
"Tool Description Source"	"Quelle für Werkzeugbeschreibung"
"Tool Execution"	"Werkzeugausführung"
"Tool Libraries"	"Werkzeugbibliotheken"
"Tool Library"	"Werkzeugbibliothek"
"Tool Manager"	"Werkzeugverwaltung"
"Tool Programming Examples"	""
"Tool Set"	""
"Tool Set Colors"	""
"Tool bar button sizes. You need to restart SAGA to apply the changes."	""
"Tool chain uses same variable name for different data object types."	""
"Tools"	"Werkzeuge"
"Tools and helpers for the SAGA development."	""
"Tools for (grid based) digital terrain analysis."	"Werkzeuge für (rasterbasierte) digitale Reliefanalysen."
"Tools for GPS data handling."	""
"Tools for Triangulated Irregular Network (TIN) processing."	"Werkzeuge für die Berechnung dreieckiger irregulärer Netzwerke (TIN). "
"Tools for correlation and regression analyses."	""
"Tools for digital terrain analysis."	"Werkzeuge für digitale Reliefanalyse."
"Tools for grid collections."	""
"Tools for lines."	"Werkzeuge für Linien"
"Tools for point clouds."	"Werkzeuge für Punktwolken"
"Tools for polygons."	"Werkzeuge für Polygone"
"Tools for spatial and geostatistical analyses."	"Werkzeuge für raumbezogene und Geostatistik"
"Tools for table based analyses and calculations."	""
"Tools for the creation and manipulation of tables."	""
"Tools for the georeferencing of spatial data."	"Werkzeuge für die Georeferenzierung"
"Tools for the gridding of points and other vector data."	"Werkzeuge für das Rastern von Punkten und anderen Vektordaten"
"Tools for the handling of virtual datasets."	"Werkzeuge für die Handhabung virtueller Datensätze"
"Tools for the import and export of gridded data."	"Werkzeuge für den Import und Export gerasterter Daten."
"Tools for the import and export of tables."	"Werkzeuge für den Import und Export von Tabellen."
"Tools for the import and export of vector data."	"Werkzeuge für den Import und Export von Vektordaten."
"Tools for the manipulation of gridded data."	"Werkzeuge für die Manipulation gerasterter Daten."
"Tools for the manipulation of point vector data."	"Werkzeuge für die Veränderung von Punktvektordaten"
"Tools for the manipulation of vector data."	"Werkzeuge für die Veränderung von Vektordaten"
"Tools for the preprocessing of digital terrain models."	"Werkzeuge für die Vorbearbeitung digitaler Geländemodelle."
"Tools for the processing and analysis of climate and weather data."	""
"Tools related to gridded and vector data (conversions, combinations, etc.)."	"Werkzeuge für gerasterte und Vektordaten (Kombinationen etc.)"
"Tools that use the Point Data Abstraction Library (PDAL)."	""
"Tools to import RDB files."	""
"Top"	"Oben"
"Top Soil Water Capacity"	""
"Top Soil Water Content"	""
"Top of Atmosphere Reflectance"	""
"Top to Bottom"	"Von Oben bis Unten"
"Topographic Correction"	"topographische Korrektur"
"Topographic Indices"	""
"Topographic Openness"	""
"Topographic Position Index"	""
"Topographic Position Index (TPI)"	""
"Topographic Wetness Index"	"topographischer Feuchtigkeitsindex"
"Topographic Wetness Index (One Step)"	""
"Topography"	""
"Topograpic Wetness Index Calculation"	""
"Topologize Polylines"	""
"Topology"	""
"Topology of %s"	""
"Total"	"Gesamt"
"Total Catchment Area"	""
"Total Catchment Area (TCA)"	""
"Total Catchment Area [km2]"	"Gesamteinzugsbereich [km²]"
"Total Cloud Cover"	""
"Total Curvature"	""
"Total Insolation"	"Gesamt Sonneneinstrahlung"
"Total Kinetic Energy"	""
"Total Length of Lines per Polygon"	""
"Total area is zero or minimum elevation is equal or lower than maximum elevation!"	""
"Total flow (in watershed) (mÂ³/dt)"	""
"Total flow (m/dt)"	""
"Total memory size"	""
"Total number of points: %s"	""
"Total number of referenced datasets: %d"	""
"Total soil water capacity (mm H2O)."	""
"Total soil water capacity (mm Hâ‚‚O)."	""
"Toth et al. 2015"	""
"Tracer"	""
"Tracer Paths"	""
"Tracers"	""
"Tracing: Convergence"	"Überwachung: Übereinstimmung (Konvergenz)"
"Tracing: Max. Divergence"	"Überwachung: max. Abweichung (Divergenz)"
"Tracing: Stop after x cells with divergent flow"	"Überwachung: Anhalten nach x Zellen mit abweichender Fließrichtung"
"Tracing: Weight"	"Überwachung: Gewichtung"
"Track"	""
"Train INPUT"	""
"Training"	""
"Training Areas"	"Trainingsgebiete"
"Training Method"	""
"Training Options"	""
"Training Samples"	""
"Training method"	""
"Training samples for supervised classification. Provide a class identifier in the first field followed by sample data corresponding to the selected feature attributes"	""
"Training samples have to provide a class identifier in the first field followed by a value for each feature."	""
"Transactions"	"Transaktionen"
"Transect through polygon shapefile"	"Transekte durch die Polygonvektorebene"
"Transects"	""
"Transfer Coefficients"	"Transfer Koeffizient"
"Transfer Factors"	""
"Transform Point Cloud"	"Wandle Punktwolken um"
"Transform Shapes"	"Vektordaten umwandeln"
"Transform elevation (z) values, if appropriate."	""
"Transformation"	"Transformation"
"Transformations"	""
"Transformed"	"Umgewandelt"
"Transformed Shapes"	""
"Transformed Soil Adjusted Vegetation Index (Baret and Guyot, 1991)"	""
"Transformed Soil Adjusted Vegetation Index (Baret et al. 1989)"	""
"Transformed Vegetation Index"	"Umgewandelter Vegetationsindex"
"Transition"	""
"Transitional"	"vorübergehend"
"Translation"	"Verschiebung"
"Translation X"	"Verschiebung X"
"Translation Y"	"Verschiebung Y"
"Translation Z"	"Verschiebung Z"
"Translation: X"	"Verschiebung: X"
"Translation: Y"	"Verschiebung: Y"
"Transmissivity"	"Transmissivität"
"Transparency"	""
"Transparency [%]"	"Transparenz [%]"
"Transparent"	""
"Transpiration Resistance"	""
"Transport Capacity Clay"	""
"Transport Capacity Sand"	""
"Transport Capacity Silt"	""
"Transport Condition Clay"	""
"Transport Condition Sand"	""
"Transport Condition Silt"	""
"Transpose Grids"	""
"Transpose Table"	""
"Transposed Grids"	""
"Transversal radius"	""
"Transverse Cylindrical Equal Area"	""
"Transverse Mercator"	""
"Travel Time"	""
"Travel Time Analysis"	""
"Travel Time Calculation"	""
"Travel Time Zones Classification"	""
"Travel Times"	""
"Treat single polyline parts as one line if connected, i.e. parts share end/start vertices."	""
"Tree"	"Baum"
"Tree Count"	""
"Tree Growth"	""
"Tree Growth Season"	""
"Tree Line"	""
"Tree Line Height"	""
"Trend"	"Trend"
"Trend Analysis"	""
"Trend Analysis (Shapes)"	""
"Trend Surface"	"Trend Oberfläche"
"Triangle"	""
"Triangles"	"Dreiecke"
"Triangulation"	"Triangulation"
"Trim"	""
"Tropical forest"	""
"True Color Image"	""
"True Latitude 1"	""
"True Latitude 2"	""
"True Scale Latitude"	"wahrer Massstab Breitengrad"
"Truncate Pruned Trees"	""
"Truncation value for the prefiltered image pixels."	""
"Truncation value for the prefiltered image pixels. The algorithm first computes x-derivative at each pixel and clips its value by [-preFilterCap, preFilterCap] interval. The result values are passed to the Birchfield-Tomasi pixel cost function."	""
"Try to open KMZ file after creation with the associated application (e.g. \'Google Earth\')."	""
"Tundra and semi-desert"	""
"Turc"	""
"Turn on the on-the-fly projection for all layers in the map."	""
"TwFAC("	""
"Two Grids Weighted Mean [Bulk Processing]"	""
"Two Parallel Storages"	"Zwei parallele Speicherungen"
"Two Storages in Series"	"Zwei Speicher in Serie"
"Two Storages in Series !!! not yet implemented !!!"	"Zwei Speicher in Serie!!! noch nicht implementiert!!!"
"Type"	"Typ"
"Type in a value that shall be used for the chosen mathematical operation."	"Gebe einen Wert ein der für die gewählte mathematische Operation benutzt werden soll"
"Type of Area"	""
"Type of Output"	"Typ der Ausgabe"
"Type of Reflection"	""
"Type of Slope"	""
"Type of distance calculation"	"Typ der Entfernungsberechnung"
"Type of smoothing"	"Typ der Glättung"
"Type=\"%s\""	""
"U-shaped Valleys"	""
"UCUs"	""
"USDA"	""
"USGS SRTM Grids (*.hgt)|*.hgt|All Files|*.*"	"USGS SRTM Raster (*.hgt)|*.hgt|Alle Dateien|*.*"
"UTM North"	""
"UTM Projection"	""
"UTM South"	""
"Unable to assign projection information!"	""
"Unable to build virtual dataset."	""
"Unable to connect to server."	"Keine Verbindung zum Server."
"Unable to create filtered mask grid!"	""
"Unable to create grid for the eroded image!"	""
"Unable to open RDB2 file! Exception: %s"	""
"Unable to open input file!"	"Eingabedatei kann nicht geöffnet werden!"
"Unable to open output file %s!"	""
"Unable to save %s file!"	""
"Unable to save file %s!"	""
"Unambiguous"	""
"Uncategorized Tool Chains"	""
"Uncertainty in routing direction expressed as standard deviation (degree)."	""
"Unclassified"	"Unklassifiziert"
"Uncond. stable"	""
"Uncond. unstable"	""
"Undefined"	"Undefiniert"
"Undefined Coordinate System"	"undefiniertes Koordinatensystem"
"Undefined or binary attribute field types are not supported!"	""
"Underdip slope"	""
"Undetermined"	"unbestimmt"
"Uniform"	"einheitlich"
"Union"	"Verbindung"
"Unique"	"eindeutig"
"Unique Value Statistics for Grids"	""
"Uniqueness Ratio"	""
"Unit"	"Einheit"
"Unit Name"	"Einheitenname"
"Units"	"Einheiten"
"Units for output radiation values."	"Einheiten für die Ausgabe der Strahlungswerte."
"Units of Direction"	""
"Universal Image Quality Index"	""
"Universal Kriging"	"Universal Kriging"
"Universal Transvers Mercator (UTM)"	""
"Universal Transverse Mercator"	""
"Unix Time"	""
"Unjoined Records"	""
"Unknown"	"Unbekannt"
"Unknown Error"	"Unbekannter Fehler"
"Unknown RDB2 reader exception!"	""
"Unknown Spatial Reference"	""
"Unknown operation value %d in grid cell %d,%d (x,y), computing accuflux ..."	""
"Unreferenced Grids"	""
"Unsaturated zone time delay per unit storage deficit [h]"	"Ungesättigte Zone Zeitverzögerung pro Einheit Speicherdefizit [h]"
"Unsolved pit cells"	""
"Unsplit"	""
"Unsupervised"	""
"Up"	""
"Up/Down"	"Auf/Ab"
"Update"	"Aktualisiere"
"Update Colors from Features"	""
"Update Data"	""
"Update Frequency"	""
"Update Raster SRID"	""
"Update Shapes SRID"	""
"Update View"	"Aktualisiere Ansicht"
"Update Views"	""
"Update the network weights"	""
"Update values lower limit"	""
"Update values upper limit"	""
"Update view during simulation."	"Aktualisiere Darstellung während der Simulation."
"Updating"	""
"Upland Drainages"	""
"Upland Drainages, Headwaters"	""
"Upper"	""
"Upper Alpine"	""
"Upper Montane"	""
"Upper Slopes"	""
"Upper Slopes, Mesas"	""
"Upper Surface"	""
"Upper Value Update Limit"	""
"Upper bound of the resulting (empty) or requested grid (g = h1...hn)"	""
"Upper bound of the resulting (empty) or requested grid collection (g = h1...hn)"	""
"Upper search distance "	""
"Upscaling Method"	""
"Upslope Area"	"Ansteigende Fläche"
"Upslope Basins"	"ansteigende Becken"
"Upslope Curvature"	""
"Upslope Flow Width"	""
"Upslope Height"	""
"Upslope Height, Slope, Aspect"	""
"Upslope Length Factor"	""
"Upslope Slope"	""
"Upslope Weighting"	""
"Upslope and Downslope Curvature"	""
"Upstream Edges"	""
"Urban"	""
"Usage"	""
"Use 1SE Rule"	""
"Use Eigen vectors from this table instead of calculating these from the input grids."	""
"Use File Name for Naming"	""
"Use Flow Threshold"	""
"Use Guam elliptical"	""
"Use Header File"	""
"Use Label as Identifier"	""
"Use Multiple Cores"	""
"Use No-Data"	""
"Use NoData"	""
"Use Offset"	"Nutze Versatz"
"Use Surfer's No-Data Value"	"Benutze Surfers No-Data Werte"
"Use Surrogates"	""
"Use Target Area Polygon"	"Benutze Zielflächenpolygon"
"Use Z-Range"	"Benutze Z-Bereich"
"Use a fix width to height ratio."	""
"Use a model previously stored to file."	""
"Use a user-specified elevation range instead of min/max of the input dataset"	""
"Use file name to name a data set, when it has been loaded from file."	""
"Use only features selected by the minimum Redundancy Maximum Relevance (mRMR) algorithm"	""
"Use only seed cells as starting points."	"Benutze nur Keimzellen als Startpunkte."
"Use sky view factor based on local slope (after Oke 1988), if no sky viev factor grid is given."	"Benutze Himmelsblickfaktor basierend auf lokaler neigung (nach Oke 1988), wenn kein Himmelsblickraster gegeben ist. "
"Use the first three features in list to obtain blue, green, red components for class colour in look-up table."	""
"Use the stipple bitmap"	"Benutze die verschattete Bitmap"
"Use the user dashes"	"Benutze den benutzerdefinierten Strich"
"Use this option to reclassify No Data values independently of the method settings."	""
"Use this option to reclassify No-Data values independently of the method settings."	"Nutze diese Option um No-Data-Werte unabhängig von der Methodenauswahl neu zu berechnen."
"Use this option to reclassify all other values that are not specified in the options above."	"Nutze diese Option um alle anderen Werte die nicht in den obengenannten Optionen ausgewählt wurden neu zu berechnen."
"Use this option to reclassify all values that are not included in the reclassification setup."	""
"Use this option to specify a value range equal or greater than previous value and less than this (maximum) value."	""
"Use training area labels as identifier in classification result, assumes all label values are integer numbers!"	""
"Use x -Values"	"Benutze x -Werte"
"Used to name time series fields. Will simply be enumerated if not set."	""
"User"	"Benutzer"
"User Data"	""
"User Defined"	"Benutzerdefiniert"
"User Defined Coastline Points"	""
"User Defined Coefficients"	""
"User Defined Datum"	"Benutzerdefiniertes Datum"
"User Defined Extent"	"Benutzdefinierter Auszug"
"User Defined Filter"	"Benutzerdefinierter Filter"
"User Defined No Data Value"	"Benutzerdefinierte NoData-Werte"
"User Defined No-Data Value"	""
"User Defined NoData Value"	"Benutzerdefinierte NoData-Werte"
"User Defined Polynomial"	"Benutzerdefiniertes Polynomial"
"User Definition"	""
"User Name"	"Benutzername"
"User defined No Data value for output grid."	""
"User defined Orientation"	"Benutzerdefinierte Orientierung"
"User defined Zero Direction"	"Benutzerdefinierte Nullrichtung"
"User defined range"	"Benutzerdefinierter Bereich"
"User defined rank"	"Benutzerdefinierte Reihe"
"User defined rescale"	""
"User defined table needs to provide not less than 12 rows."	""
"User defined tool menus"	""
"User defined tool menus."	""
"User specified elevation range"	""
"Username"	"Benutzername"
"Using temperature data?"	"Nutzung der Temperaturdaten?"
"Using the snow-melt module?"	"Nutzung des Schneeschmelzmoduls?"
"V. Wichmann (c) 2010"	""
"V. Wichmann (c) 2010-2013"	""
"V. Wichmann (c) 2013"	""
"V. Wichmann, M. Setiawan (c) 2009-2012"	""
"VALUE"	"WERT"
"VAR"	""
"VARIANCE"	"VARIANZ"
"VARIATION"	"VARIATION"
"VRT File"	""
"VRT Filename"	""
"Valley"	""
"Valley Depth"	"Taltiefe"
"Valley Index"	""
"Valley Radius"	""
"Valley and Ridge Detection (Top Hat Approach)"	""
"Valleys"	""
"Value"	"Wert"
"Value (Maximum)"	"Wert (Maximum)"
"Value (Range Maximum)"	""
"Value Aggregation"	"Werte Aggregation"
"Value Bounds"	""
"Value Count"	"Werte zählen"
"Value Interpretation"	""
"Value Maximum"	""
"Value Minimum"	""
"Value Order"	""
"Value Preparation"	"Wertaufbereitung"
"Value Range"	"Wertebereich"
"Value Type"	""
"Value in Grid 1"	"Wert in Raster 1"
"Value in Grid 2"	"Wert in Raster 2"
"Value of Majority"	""
"Value of Target Function"	"Wert der Zielfunktion"
"Value of right cells in the Mask Grid"	""
"Value range of the requested grid (g = g1...gn, h1...hn)"	""
"Value range of the requested grid collection (g = g1...gn, h1...hn)"	""
"Value to be replaced"	"zu ersetzender Wert"
"Value to reclassify, extract or drop."	""
"Value to reclassify."	"neu zu berechnender Wert"
"Value which is assigned to the dummy grid."	"Wert der Attrappenraster zugeordnet ist"
"Values"	"Werte"
"Van der Grinten"	""
"Vapor Pressure"	""
"Vapor Pressure Deficit"	""
"Var.cum."	""
"Variable"	""
"Variables that can be used in formulas are 'T', 'Tmin', 'Tmax', 'Tamp' (mean, minimum, maximum, range of temperature), 'P' (precipitation), 'R' (regolith thickness), 'S' (slope gradient)."	""
"Variance"	"Streuung"
"Variance (version 1)"	"Varianz (Version 1)"
"Variance (version 2)"	"Varianz (Version 2)"
"Variance in Feature Space"	"Varianz im Merkmal Raum"
"Variance in Position Space"	"Varianz in Position Raum"
"Variogram"	"Variogramm"
"Variogram (Dialog)"	""
"Variogram Cloud"	"Variogramm Wolke"
"Variogram Model"	"Variogramm Modell"
"Variogram Settings"	"Einstellungen Variogramm"
"Variogram Surface"	"Variogramm Oberfläche"
"Various Authors"	"Verschiedene Autoren"
"Various authors."	"verschiedene Autoren"
"Various filter and convolution tools for raster data."	""
"Vector Ruggedness Measure (VRM)"	"Vektor Rauheitsmass"
"Vector Terrain Ruggedness (VRM)"	"Vektor Terrain Rauigkeit (VRM)"
"Vector coastline smoothing algorithm."	""
"Vectorised class as..."	"Vektorisierte Klasse als.."
"Vectorization"	""
"Vectorizing Grid Classes"	""
"Vectors"	""
"Vegetation"	""
"Vegetation Index (Distance Based)"	"Vegetationsindex (Entfernungsbasiert)"
"Vegetation Index (Slope Based)"	""
"Vegetation Indices"	"Vegetationsindex"
"Vegetation parameters"	""
"Velocidad del viento"	""
"Velocidad del viento (km/h)"	""
"Velocity"	""
"Velocity & On Stop"	""
"Velocity Threshold"	""
"Velocity [m/h]"	""
"Verbose"	""
"Verbose Messages"	""
"Verbose Output"	""
"Verbose: Shape-, Part-, Point-Indices are:"	""
"Version"	"Version"
"Vertex Distance [Degree]"	"Scheitelpunktentfernung [Grad]"
"Vertex Inspector"	""
"Vertex Type"	""
"Vertex Updating"	""
"Vertical"	"Vertikal"
"Vertical (drainage) flux (m/dt)"	""
"Vertical Align"	""
"Vertical Curvature"	""
"Vertical Density"	""
"Vertical Distance"	"Vertikale Entfernung"
"Vertical Distance to Channel Network"	"Vertikale Entfernung zum Gewässernetz"
"Vertical Interpolation Method"	"Vertikale Interpolationsmethode"
"Vertical Offset"	""
"Vertical Overland Flow Distance"	"Vertikale Überlandfließentfernung"
"Vertical Range"	"Vertikaler Bereich"
"Vertical Resolution"	""
"Vertical Scaling"	""
"Vertical Tolerance"	""
"Vertical hatch"	"vertikale Schraffur"
"Vertical resolution (z) in number of levels. Use [F9]/[F10] keys to de-/increase."	""
"Vertical resolution for internal interpolation given in meters."	""
"Vertical scaling factor"	""
"Vertical temperature gradient in degree Celsius per 100 meter."	""
"Vertical tolerance to avoid false cliff tops and toes."	""
"Vertical tracer density in meter."	""
"Vertically"	""
"Vertices of %s"	""
"Vertikale Zufluesse"	""
"ViGrA [deprecated]"	""
"Victor Olaya, Volker Wichmann (c) 2004-17"	""
"View Metadata"	""
"View Positions"	""
"Virtual"	""
"Virtual Dataset"	""
"Virtual Dataset (*.vrt)"	""
"Visibility"	"Sichtbarkeit"
"Visibility Analysis"	""
"Visible Sky"	"Sichtbarer Himmel"
"Visible and Near Infrared"	""
"Visualization"	""
"Visualization tools for grids."	""
"Visualization|3D Viewer"	""
"Visualization|Grid"	""
"Vol. +"	""
"Vol. -"	""
"Volker Wichmann (c) 2005-2022"	""
"Volker Wichmann (c) 2010, LASERDATA GmbH"	""
"Volker Wichmann (c) 2012, LASERDATA GmbH"	""
"Volume: %f"	"Volumen: %f"
"Volumes"	""
"Votes"	""
"W"	""
"WARNING: %d dataset(s) skipped because corresponding header file was not found!"	""
"WARNING: %d dataset(s) skipped because of incompatibilities!"	""
"WARNING: %d dataset(s) skipped because they are empty!"	""
"WARNING: particle %zu of release area %d terminated in iteration %d in order to prevent endless loop!"	""
"WARNING: particle of release area %d terminated in sink filling procedure in order to prevent endless loop!"	""
"WARNING: selected attribute is not numeric."	""
"WARNING: smoothing sensitivity is greater than the number of iterations!"	""
"WARNING: unable to smooth line because Gaussian window too large (number of line vertices too small or sigma too big)."	""
"WASP Map Files (*.map)"	"WASP Map Datei (*.map)"
"WAsP - Homepage"	""
"WEDGEFAIL"	""
"WETNESS"	""
"WHITE_BLUE"	"WEISS_BLAU"
"WHITE_GREEN"	"WEISS_GRÜN"
"WHITE_RED"	"WEISS_ROT"
"WKT Files"	""
"WKT Import"	""
"WKT String"	""
"WKT-1"	""
"WKT-2"	""
"WKT: %s"	""
"WMS Import"	"WMS Import"
"WMS Map"	"WMS Karte"
"WUse Einheit"	""
"W_up"	""
"Wa-Tor"	""
"Waehlen ob TestRoutine 1 durchgefuehrt werden soll... 1) nur fuer Teileinzugsgebiet der HG-Rasterzelle oder 2) fuer das Flusseinzugsgebiet bis zum Erreichen der HG-Rasterzelle."	""
"Warm Cloud"	""
"Warmest Quarter"	""
"Warning"	""
"Warning: there are more predictor variables then dependent ones, surplus will be ignored."	""
"Warping Shapes"	""
"Water"	"Wasser"
"Water Body"	""
"Water Capacity at Saturation"	""
"Water Content [cm]"	"Wassergehalt [cm]"
"Water Level"	""
"Water Level Reference"	""
"Water Retention Capacity"	"Wasserretentionskapazität"
"Water Vapour"	""
"Water Vapour Pressure [mbar]"	"Wasserdampfdruck [mbar]"
"Water content change across the wetting front"	"Wassergehaltsänderung über die Befeuchtungsfront"
"Water content of a vertical slice of atmosphere in cm: 1.5 to 1.7, average=1.68"	"Wassergehalt einer vertikalen Scheibe Atmosphäre in cm: 1,5 bis 1,7, Durchschnitt=1,68"
"Watershed"	""
"Watershed Basins"	"Wassereinzugsgebiete"
"Watershed Basins (Extended)"	"Wassereinzugsgebiete (erweitert)"
"Watershed Image Segmentation"	""
"Watershed Segmentation"	"Wassereinzugsgebietteile"
"Watershed Segmentation (ViGrA)"	""
"Wave Lengths"	""
"Ways"	""
"Weak Count"	""
"Weather Data"	""
"Weather Grid System"	""
"Weather Records"	"Wetterdaten"
"Weathering Formulas"	""
"Web Services"	""
"Weight"	"Gewichtung"
"Weight Gradient Term"	""
"Weight Trim Rate"	""
"Weight for grid "	"Gewichtung für Raster"
"Weight gradient term"	""
"Weighted"	"Gewichtet"
"Weighting"	"Gewichtung"
"Weighting Function"	""
"Weighting Neighbors"	"Gewichtete Nachbarn"
"Weighting Ratio"	""
"Weighting ratio comparing 1st and 2nd grid."	""
"Weights"	"Massen"
"Weighted Mean"	""
"Well Known Text"	""
"Well Known Text File"	"Well Known Text Datei"
"Well Known Text File Error"	""
"Well Known Text Format (*.wkt)"	""
"West"	"West"
"West-East"	"West/Ost"
"Wetness"	""
"Wetness decline time constant (Tw)"	"Feuchtigkeitsabnahme konstante Zeit (Tw)"
"Wettest Quarter"	""
"Wetting front suction [m]"	"Wasseraufnahmefront [m]"
"Wheel"	""
"Where"	"Wo"
"Wherry 1"	""
"Wherry 2"	""
"Width"	"Breite"
"Width (Cells)"	"Breite (Zellen)"
"Width given as percentage of map size"	""
"Width of gradient filter"	"Breite des Gradientenfilters"
"Wind Direction"	"Windrichtung"
"Wind Direction (degrees clockwise from north)"	"Windrichtung (Grad im Uhrzeigersinn aus Nord)"
"Wind Direction Units"	"Windrichtung Einheiten"
"Wind Effect"	"Windeffekt"
"Wind Effect (Windward / Leeward Index)"	"Windeffekt (Windwärts / Leewärts Index)"
"Wind Effect Correction"	""
"Wind Exposition"	""
"Wind Exposition Index"	""
"Wind Shelter Index"	""
"Wind Speed"	"Windgeschwindigkeit"
"Wind Speed (m/s)"	"Windgeschwindigkeit (m/s)"
"Wind direction (degrees clockwise from north)"	"Windrichtung (Grad im Uhrzeigersinn aus Norden)"
"Wind effect"	""
"Wind speed (m/s)"	"Windgeschwindigkeit (m/s)"
"Window"	"Fenster"
"Windows or OS/2 Bitmap"	"Windows oder OS/2 Bitmap"
"Windward Factor"	""
"Winner Takes All"	"Der Gewinner bekommt alles"
"Wintergerste"	"Wintergerste"
"Winterraps"	"Winterraps"
"Winterroggen"	"Winterroggen"
"Winterweizen"	"Winterweizen"
"Wischmeier & Smith 1978"	""
"With Shadows"	""
"Wombling (Edge Detection)"	""
"Wombling for Multiple Features (Edge Detection)"	""
"Wood Fuel Moisture"	"Holzfeuchte"
"Work on copies instead of overwriting the originals."	""
"Workspace"	""
"World File"	""
"World File from Flight and Camera Settings"	""
"Write Header"	"Schreibe Kopf"
"Write No-Data"	""
"Write No-Data cells to the .xyz file."	""
"Write a header to the .xyz file."	""
"Write all calculated Time Series in a table?"	""
"Write column names."	"Schreibe Spaltennamen."
"Write one point cloud dataset for each polygon"	""
"Writing dataset failed."	""
"X"	"X"
"X Axis"	"X Achse"
"X Component"	"X Komponente"
"X Coordinate"	""
"X Coordinate Source"	""
"X Coordinates"	"X Koordinate"
"X Grid 1"	""
"X Offset"	""
"X Position"	""
"X Range"	"X Bereich"
"X Values"	"X Werte"
"X World"	""
"X axis rotation angle [degree] (roll)"	""
"X is Column ..."	"X ist Spalte ..."
"X, Y"	""
"X, Y, Z"	""
"X, Y, Z, M"	""
"X-Component"	""
"X-Extent"	"X-Abmessung"
"X-Range"	"X-Bereich"
"X/Y Axes"	""
"X11 Pixel Map"	"X11 Pixelkarte"
"XML"	""
"XML Files"	""
"XML Files (*.xml)"	""
"XMax: %.6f"	""
"XMin: %.6f"	""
"XYZ Files"	""
"XYZ files"	""
"XYZ files (*.xyz)"	"XYZ Dateien (*.xyz)"
"Y"	""
"Y Axis"	"Y Achse"
"Y Component"	"Y Komponente"
"Y Coordinate"	""
"Y Coordinate Source"	""
"Y Coordinates"	"Y Koordinate"
"Y Grid 1"	""
"Y Offset"	""
"Y Position"	""
"Y Range"	"Y Bereich"
"Y Values"	"Y Werte"
"Y World"	""
"Y axis rotation angle [degree] (pitch)"	""
"Y is Column ..."	"Y ist Spalte..."
"Y-Component"	""
"Y-Extent"	"Y-Abmessung"
"Y-Range"	"Y-Bereich"
"YELLOW_BLUE"	"GELB_BLAU"
"YELLOW_GREEN"	"GELB_GRÜN"
"YELLOW_RED"	"GELB_ROT"
"YMax: %.6f"	""
"YMin: %.6f"	""
"Year"	"Jahr"
"Year [ka]"	"Jahr [ka]"
"Years BP"	""
"Yoshimasa Tsuruoka"	""
"You can specify the number of layers in the network (including input and output layer)."	""
"You can specify the number of layers in the network (not including input and output layer)."	""
"You can specify the number of neurons in each layer of the network."	""
"You canceled printing"	"Druck abgebrochen"
"You must specify a reclass table with a minimum (field 1), a maximum (field 2) and a code value (field 3)!\n"	"Du musst eine Neueinteilungstabelle mit Minimum (Feld 1), Maximum (Feld 2) und Kodewert (Feld 3) auswählen!\n"
"You must specify a reclass table with a minimum of one record!\n"	"Du musst eine Neueinteilungstabelle mit mindestens einem Datensatz auswählen!\n"
"You must specify an operation control grid as input!\n"	""
"You must specify at least one attribute to drop!"	""
"You selected the input also as the output. This would destroy your input! Abort!"	""
"Z"	"Z"
"Z Attribute"	"Z Attribute"
"Z Axis"	"Z-Achse"
"Z Factor"	""
"Z Levels"	""
"Z Maximum"	""
"Z Minimum"	""
"Z Multiplier"	""
"Z Range"	""
"Z Transformation"	""
"Z Value"	"Z Wert"
"Z Values"	"Z Werte"
"Z axis rotation angle [degree] (heading)"	""
"Z factor is zero! Please use 2D instead of 3D interpolation."	""
"Z is Column ..."	"Z ist Spalte..."
"Z-Attribute"	""
"Z-Offset"	""
"Z-Range"	"Z-Bereich"
"Z-Scale"	""
"ZMax"	""
"ZMax: %.6f"	""
"ZMin"	""
