TEXT	TRANSLATION
"Upslope Curvature"	"Curvatura aplainada"
"Upslope Flow Width"	"Largura de fluxo aplainado"
"Upslope Height"	""
"Upslope Height, Slope, Aspect"	""
"Upslope Length Factor"	"Fator de comprimento aplainado"
"Upslope Slope"	"Inclinação de aclive"
"Upslope Weighting"	"Ponderação de aclive "
"Upslope and Downslope Curvature"	"Curvatura de aclive e declive"
"Urban"	"Urbano"
"Use 5 percent confidence interval"	"Usar intervalo de confiança de 5 por cento"
"Use Confidence Interval"	"Usar Intervalo de confiança"
"Use Flow Threshold"	"Usar limiar de fluxo"
"Use Label as Identifier"	"Usar etiqueta como identificador"
"Use Multiple Cores"	"Utilize múltiplos núcleos"
"Use NoData"	"Usar SemDados"
"Use Offset"	"Usar deslocamento"
"Use Pyramids"	"Usar pirâmides"
"Use Surfer's No-Data Value"	"Usar valores SemDados de surfista"
"Use Target Area Polygon"	"Usar área do polígono alvo"
"Use Z-Range"	"Usar o alcance-Z"
"Use a user-specified elevation range instead of min/max of the input dataset"	"Usar um intervalo elevação especificado pelo usuário em vez de min/max do conjunto de dados de entrada"
"Use old style namings (e.g. 'modules' instead of 'tools'). Ignored if translation file is used. You need to restart SAGA to apply the changes."	"Usar estilo antigo de nome (por exemplo, 'módulos' em vez de 'ferramentas'). Ignorado se o arquivo utiliza a tradução. Você precisa reiniciar o SAGA para aplicar as alterações."
"Use only features selected by the minimum Redundancy Maximum Relevance (mRMR) algorithm"	"Usar somente recursos selecionados pela redundância da relevância máxima (mrmr) do algoritmo mínimo"
"Use only seed cells as starting points."	"Usar pilhas de sementes apenas como pontos de partida."
"Use sky view factor based on local slope (after Oke 1988), if no sky viev factor grid is given."	"Fator de vista. Usar céu baseado no declive local (após Oke 1988), se nenhum fator de visualização do céu for dado."
"Use the first three features in list to obtain blue, green, red components for class colour in look-up table."	"Use as três primeiras características na lista para obter, componentes verde, azul, vermelho para a cor da classe na tabela visualizada."
"Use the stipple bitmap"	"Usar o bitmap de granito"
"Use the user dashes"	"Usar os traços de usuários"
"Use this option to reclassify No-Data values independently of the method settings."	"Usar esta opção para reclassificar valores SemDadosindependentemente das configurações de método."
"Use this option to reclassify all other values that are not specified in the options above."	"Usar esta opção para reclassificar todos os outros valores que não são especificados nas opções acima."
"Use training area labels as identifier in classification result, assumes all label values are integer numbers!"	"Usar etiquetas da área de formação como identificador no resultado da classificação, assume todos os valores dos rótulos que são números inteiros!"
"Use x -Values"	"Usar x -Valores"
"User"	"Do utilizador"
"User Defined"	"Definido pelo usuário"
"User Defined Datum"	"Datum definido pelo usuário"
"User Defined Extent"	"Medida definidas pelo usuário"
"User Defined Filter"	"Filtro definido pelo usuário"
"User Defined Kernel"	"Kernel definido pelo usuário"
"User Defined No Data Value"	"Valor SemDados definido pelo usuáiro"
"User Defined No-Data Value"	""
"User Defined NoData Value"	"Valor SemDados definido pelo usuáiro"
"User Defined Polynomial"	"Polinomial definido pelo usuário"
"User Defined Size"	"Tamanho definido pelo usuário"
"User Name"	"Nome de usuário"
"User defined NoData value for output grid."	"Valor SemDados definido pelo usuário para a grade de saída."
"User defined Orientation"	"Orientação definida pelo usuário"
"User defined Zero Direction"	"Direção inicial definida pelo usuário"
"User defined range"	"Intervalo definido pelo usuário"
"User defined rank"	"Classificação definida pelo usuário"
"User defined rescale"	"Reescalonamento definido pelo usuário"
"User defined tool menus"	"Usuário definiu menus de ferramentas"
"User defined tool menus."	"Menus de ferramentas definido pelo usuário."
"User specified elevation range"	"Alcance de elevação especificado pelo usuário"
"Username"	"Nome de usuário"
"Using temperature data?"	"Usar dados de temperatura?"
"Using the snow-melt module?"	"Usar o módulo de derretimento de neve?"
"V / GR"	"V / GR"
"V / V"	"V / V"
"V / X"	"V / X"
"V. Olaya, V. Wichmann (c) 2004-2015"	"V. Olaya, V. Wichmann (c) 2004-2015"
"V. Wichmann (c) 2013"	"V. Wichmann (c) 2013"
"V. Wichmann, M. Setiawan (c) 2009-2012"	"V. Wichmann, M. Setiawan (c) 2009-2012"
"V.Olaya (c) 2004, O.Conrad (c) 2011"	"V.Olaya (c) 2004, O.Conrad (c) 2011"
"V.Olaya (c) 2004, V.Wichmann (c) 2015"	"V.Olaya (c) 2004, V.Wichmann (c) 2015"
"VALUE"	"VALOR"
"VAR"	"VAR"
"VARIANCE"	"VARIÂNCIA"
"VARIATION"	"VARIAÇÃO"
"Valley Depth"	"Profundidade de vale"
"Valley Index"	"Índice de vale"
"Valley Radius"	"Raio de vale"
"Valley and Ridge Detection (Top Hat Approach)"	"Detecção de Valley e Ridge( Top Hat Approach)"
"Valleys"	"Vales"
"Value"	"Valor"
"Value (Maximum)"	"Preço (Máximo)"
"Value Aggregation"	"Valor de agregação"
"Value Count"	"Valor de contagem"
"Value Grid"	"Valor da grade"
"Value Maximum"	"Valor máximo"
"Value Minimum"	"Valor mínimo"
"Value Preparation"	"Preparação do valor"
"Value Range"	"Intervalo de valores"
"Value Type"	"Tipo de valor"
"Value as RGB"	"Valor como RGB"
"Value as RGB Code"	"Valor como código RGB"
"Value in Grid 1"	"Valor na grade 1"
"Value in Grid 2"	"Valor na grade 2"
"Value of Target Function"	"Valor da função de destino"
"Value of right cells in the Mask Grid"	"Valor de células da direita na grade de máscara"
"Value range"	"Faixa de valores"
"Value to be replaced"	"Valor a ser substituído"
"Value to reclassify."	"Valor de reclassificação."
"Value which is assigned to the dummy grid."	"Valor que é atribuído ao pré-grade."
"Values"	"Valores"
"Values between A and B increase from 0 to 1, values between B and C will be set to 1."	"Os valores entre A e B com aumento de 0 a 1, os valores entre B e C irão ser definidos como 1."
"Values between B and C will be set to 1, values between C and D decrease from 1 to 0."	"Os valores entre B e C será definida como 1, os valores entre C e D diminuição de 1 a 0."
"Values greater than D will be set to 0."	"Valores maiores que D serão definido como 0."
"Values lower than A will be set to 0."	"Valores baixos de A serão definidos como 0."
"Van der Grinten"	"Van der Grinten"
"Var.cum."	"Var.cum."
"Variable"	"Variável"
"Variance"	"Variação"
"Variance (version 1)"	"Variância (versão 1)"
"Variance (version 2)"	"Variância (versão 2)"
"Variance Radius"	"Raio de variância"
"Variance in Feature Space"	"Variação na feição do espaço"
"Variance in Position Space"	"Variação na posição espacial"
"Variogram"	"Variograma"
"Variogram (Dialog)"	"Variograma (Diálogo)"
"Variogram Cloud"	"Variograma de nuvem"
"Variogram Model"	"Modelo de variograma"
"Variogram Settings"	"Configurações de variograma"
"Variogram Surface"	"Superfície de variograma"
"Various Authors"	"Vários Autores"
"Various authors."	"Vários autores."
"Vector Ruggedness Measure (VRM)"	"Medida de robustês de vetores (VRM)"
"Vector Terrain Ruggedness (VRM)"	"Vetor Robustez de terreno (VRM)"
"Vectorised class as..."	"Classe vetorizada como ..."
"Vectorising Grid Classes"	"Classes de vetorização da grade"
"Vectorization"	"Vetorisação"
"Vegetation"	"Vegetação"
"Vegetation Index (Distance Based)"	"Índice de vegetação (Baseado na distância)"
"Vegetation Index (Slope Based)"	"Índice de vegetação (Based na inclinação)"
"Vegetation Indices"	"Índices de vegetação"
"Vegetation parameters"	"Parâmetros da vegetação"
"Velocidad del viento"	"Velocidade do vento"
"Velocidad del viento (km/h)"	"Velocidade do vento (km/h)"
"Verbose"	"Verboso"
"Verbose Messages"	"Mensagens detalhadas"
"Verbose Output"	"Saída detalhada"
"Version"	"Versão"
"Vertex Distance [Degree]"	"Distância Vertex [Grau]"
"Vertex Type"	"Tipo de vertex"
"Vertex Updating"	"Atualização de vertex"
"Vertical"	"Vertical"
"Vertical (drainage) flux [m/dt]"	"Vertical (drenagem) de fluxo [m/dt]"
"Vertical Align"	"Alinhamento vertical"
"Vertical Distance"	"Distância vertical"
"Vertical Distance to Channel Network"	"Distância vertical para rede de canais"
"Vertical Interpolation Method"	"Método de interpolação vertical"
"Vertical Offset"	"Deslocamento vertical"
"Vertical Overland Flow Distance"	"Distância do fluxo vertical terrestre"
"Vertical Range"	"Faixa Vertical"
"Vertical Scaling"	"Escala vertical"
"Vertical hatch"	"Escotilha vertical"
"Vertical scaling factor"	"Fator de escala vertical"
"Vertices"	"Vértices"
"Vertikale Zufluesse"	"Vertikale Zufluesse"
"ViGrA"	"ViGrA"
"Victor Olaya (c) 2004"	"Victor Olaya (c) 2004"
"Victor Olaya (c) 2005"	"Victor Olaya (c) 2005"
"View Distance"	"Ver distância"
"Virtual"	"Virtual"
"Visibility"	"Visibilidade"
"Visibility (points)"	"Visibilidade (pontos)"
"Visibility (single point)"	"Visibilidade (ponto único)"
"Visible Sky"	"Céu visível"
"Visualization"	"Visualização"
"Visualization tools for grids."	"Ferramentas de visualização para grades."
"Visualization|3D Viewer"	"Visualização|Visualização 3D"
"Visualization|Grid"	"Visualização|Grade"
"Vol. +"	"Vol. +"
"Vol. -"	"Vol. -"
"Volker Wichmann (c) 2010, LASERDATA GmbH"	"Volker Wichmann (c) 2010, LASERDATA GmbH"
"Volker Wichmann (c) 2010-213, LASERDATA GmbH"	"Volker Wichmann (c) 2010-213, LASERDATA GmbH"
"Volker Wichmann (c) 2012, LASERDATA GmbH"	"Volker Wichmann (c) 2012, LASERDATA GmbH"
"Volker Wichmann (c) 2013, LASERDATA GmbH"	"Volker Wichmann (c) 2013, LASERDATA GmbH"
"Volume: %f"	"Volume: %f"
"Volumes"	"Volumes"
"Votes"	"Votos"
"W"	"W"
"WARNING"	"AVISO"
"WARNING: %d dataset(s) skipped because of incompatibilities!"	"AVISO: Conjunto de dados %dignorados devido a incompatibilidades!"
"WARNING: %d dataset(s) skipped because they are empty!"	"AVISO: Conjunto de dados %d ignorados porque eles estão vazios!"
"WARNING: %d invalid points skipped!"	"AVISO: pontos %d inválidos e ignorado!"
"WARNING: Skipping misformatted line: %d!"	"AVISO: Ignorando linha misformatted: %d!"
"WARNING: selected attribute is not numeric; generating unique identifiers instead."	"AVISO: Atributo selecionado não é numérico; gerar identificadores únicos em vez disso."
"WARNING: skipping non-numeric field '%s'!"	"AVISO: pular campo não numérico '%s'!"
"WARNING: smoothing sensitivity is greater than the number of iterations!"	"AVISO: sensibilidade de suavizaçãoé maior do que o número de iterações!"
"WARNING: unable to smooth line because Gaussian window too large (number of line vertices too small or sigma too big)."	"AVISO: suavidade de linha impossívelporque a janela Gaussian é muito grande (número de linha vértices muito pequeno ou muito grande sigma)."
"WASP Map Files (*.map)"	"Arquivos de mapa WASP (*.map)"
"WEDGEFAIL"	"WEDGEFAIL"
"WETNESS"	"UMIDADE"
"WHITE_BLUE"	"WHITE_BLUE"
"WHITE_GREEN"	"WHITE_GREEN"
"WHITE_RED"	"WHITE_RED"
"WKT Files (*.wkt)"	"Arquivos WKT (*.wkt)"
"WKT Import"	"Importar WKT"
"WKT: %s"	"WKT: %s"
"WMS Import"	"Importar WMS"
"WMS Map"	"Mapa WMS "
"WUse Einheit"	"WUse Einheit"
"W_up"	"W_up"
"Wa-Tor"	"Wa-Tor"
"Waehlen ob TestRoutine 1 durchgefuehrt werden soll... 1) nur fuer Teileinzugsgebiet der HG-Rasterzelle oder 2) fuer das Flusseinzugsgebiet bis zum Erreichen der HG-Rasterzelle."	"Escolha se a rotina de teste para um progresso ... 1) Apenas para a sub-bacia do raster HG- ou 2) para a bacia do rio até chegar ao raster HG."
"Warm Cloud"	"Nuvem de calor"
"Warning"	"AVISO"
"Warning: there are more predictor variables then dependent ones, surplus will be ignored."	"Aviso: há mais variáveis de previsão do que os dependentes, o excedente será ignorado."
"Warping Shapes"	"Shapes deempenamento"
"Water"	"Água"
"Water Content [cm]"	"Conteúdo de água[cm]"
"Water Retention Capacity"	"Capacidade de retenção de água"
"Water Vapour Pressure [mbar]"	"Pressão de vapor de água [mbar]"
"Water content change across the wetting front"	"Mudança de teor de água em toda a frente molhar"
"Water content of a vertical slice of atmosphere in cm: 1.5 to 1.7, average=1.68"	"Conteúdo de água de uma fatia vertical da atmosfera em cm: 1.5 a 1.7, média = 1,68"
"Watershed Basins"	"Bacias hidrográficas"
"Watershed Basins (Extended)"	"Bacias hidrográficas (Extendidas)"
"Watershed Segmentation"	"Segmentação de bacias hidrográficas"
"Watershed Segmentation (ViGrA)"	"Segmentação de Bacias Hidrográficas (ViGrA)"
"Weather Records"	"Registros do Tempo"
"Web Service Data Access"	"Acesso a dados Web Service"
"Weight"	"Peso"
"Weight for grid "	"Peso para grade"
"Weight gradient term"	"Peso termo gradiente"
"Weighted"	"Pesada"
"Weighting"	"Ponderação"
"Weighting Function"	"Função de ponderação"
"Weighting Neighbors"	"Vizinhos de ponderação"
"Weights"	"Pesos"
"Well Known Text File"	"Arquivo de texto conhecido"
"Well Known Text Format (*.wkt)"	"Arquivo de texto conhecido (*.wkt)"
"Well Known Text file error"	"Erro no arquivo de texto conhecido"
"West"	"Oeste"
"West []"	"Oeste []"
"West-East"	"Oeste-Leste"
"Wetness"	"Umidade"
"Wetness decline time constant (Tw)"	"Constante de tempo de declínio de umidade (Tw)"
"Wetting front suction [m]"	"Sucção frontal molhada [m]"
"Where"	"Onde"
"Wherry 1"	"Bote 1"
"Wherry 2"	"Bote 2"
"Width"	"Espessura"
"Width (Cells)"	"Largura (Cells)"
"Width given as percentage of map size"	"Largura dada em percentagem do tamanho do mapa"
"Width of gradient filter"	"Largura de filtro gradiente"
"Wind Direction"	"Direção do vento"
"Wind Direction (degrees clockwise from north)"	"Direção do vento (graus no sentido horário do norte)"
"Wind Direction Units"	"Unidades de direção do vento"
"Wind Effect"	"Efeito do vento"
"Wind Effect (Windward / Leeward Index)"	"Efeito do vento (índice de barlavento/sotavento)"
"Wind Exposition"	"Exposição do vento"
"Wind Exposition Index"	"Índice de exposição do vento"
"Wind Speed"	"Velocidade do vento"
"Wind Speed (m/s)"	"Velocidade do vento (m/s)"
"Wind direction (degrees clockwise from north)"	"Direção do vento (graus no sentido horário do norte)"
"Wind speed (m/s)"	"Velocidade do vento (m/s)"
"Window"	"Janela"
"Windows or OS/2 Bitmap"	"Bitmap Windows ou OS/2 "
"Windows or OS/2 Bitmap (*.bmp)"	"Bitmap Windows ou OS/2(*.bmp)"
"Windward Factor"	"Fator de barlavento"
"Winner Takes All"	"O vencedor leva tudo"
"Wintergerste"	"Wintergerste"
"Winterraps"	"Rampas de inverno"
"Winterroggen"	"Winterroggen"
"Winterweizen"	"Winterweizen"
"Wire Frame Color"	"Cor da armação do quadro"
"Wischmeier & Smith 1978"	"Wischmeier & Smith 1978"
"Wombling (Edge Detection)"	"Wombling (Direção da borda)"
"Wombling for Multiple Features (Edge Detection)"	"Wombling para múltiplas funções (Detecção de borda)"
"Wood Fuel Moisture"	"Umidade do combustível madeira"
"Workspace"	"Área de trabalho"
"World File"	"Arquivo mundo"
"World File from Flight and Camera Settings"	"Arquivo mundo de voo e das configurações da câmera"
"Write Field Names"	"Nomes de escrita de campo"
"Write Header"	"Escrever cabeçalho"
"Write all calculated Time Series in a table?"	"Escrever todas as séries temporais calculadas em uma tabela?"
"Write column names."	"Escrever nomes das colunas."
"Write one point cloud dataset for each polygon"	"Escrever um conjunto de dados de núvem de pontos para cada polígono"
"Writing dataset failed."	"Falha ao escrever conjunto de dados."
"X"	"X"
"X / GR"	"X / GR"
"X / V"	"X / V"
"X / X"	"X / X"
"X Axis"	"X Axis"
"X Component"	"Componente X"
"X Coordinates"	"Coordenada X"
"X Grid 1"	"Grade X 1"
"X Offset"	""
"X Position"	"Posição X"
"X Range"	"Alcance X"
"X Values"	"Valores X"
"X World"	"Mundo X"
"X is Column ..."	"X é uma coluna ..."
"X, Y"	"X, Y"
"X, Y, Z"	"X, Y, Z"
"X, Y, Z, M"	"X, Y, Z, M"
"X-Coordinate"	"Coordenada X"
"X-Extent"	"Extensão X"
"X-Range"	"Alcance X"
"X-Rotation"	"Rotação X"
"X11 Pixel Map"	"Mapa de pixel X11"
"XML Files"	"Arquivos XML"
"XML Files (*.xml)"	"Arquivos XML (*.xml)"
"XMax: %.6f"	"XMax: %.6f"
"XMin: %.6f"	"XMin: %.6f"
"XYZ Files (*.xyz)"	"Arquivos XYZ (*.xyz)"
"XYZ files (*.xyz)"	"Arquivos XYZ (*.xyz)"
"Y"	"Y"
"Y = a * X^b (power)"	"Y = a * X^b (iniciar)"
"Y = a + b * X (linear)"	"Y = a + b * X (linear)"
"Y = a + b * ln(X) (logarithmic)"	"Y = a + b * ln(X) (logarítimico)"
"Y = a + b / X"	"Y = a + b / X"
"Y = a / (b - X)"	"Y = a / (b - X)"
"Y = a e^(b * X) (exponential)"	"Y = a e^(b * X) (exponencial)"
"Y Axis"	"Y Axis"
"Y Component"	"Componente Y"
"Y Coordinates"	"Coordenada Y"
"Y Grid 1"	"Grade Y 1"
"Y Offset"	""
"Y Position"	"Posição Y"
"Y Range"	"Alcance Y"
"Y Values"	"Valor Y"
"Y World"	"Mundo Y"
"Y is Column ..."	"Y é uma coluna ..."
"Y-Coordinate"	"Coordenada Y"
"Y-Extent"	"Extensão Y"
"Y-Range"	"Alcance Y"
"Y-Rotation"	"Rotação Y"
"YELLOW_BLUE"	"YELLOW_BLUE"
"YELLOW_GREEN"	"YELLOW_GREEN"
"YELLOW_RED"	"YELLOW_RED"
"YMax: %.6f"	"YMax: %.6f"
"YMin: %.6f"	"YMin: %.6f"
"Year"	"Ano"
"Year [ka]"	"Ano [ka]"
"Yoshimasa Tsuruoka"	"Yoshimasa Tsuruoka"
"You can specify the number of layers in the network (including input and output layer)."	"Você pode especificar o número de camadas na rede (incluindo a camada de entrada e saída)."
"You can specify the number of neurons in each layer of the network."	"Você pode especificar o número de neurônios de cada camada na rede."
"You canceled printing"	"Você cancelou a impressão"
"You must specify a reclass table with a minimium (field 1), a maximum (field 2) and a code value (field 3)!\n"	"Você apenas especifica uma tabela de reclassificação dom o mínimo (campo 1), um máximo (campo 2) e um valor de código (campo 3)!\n"
"You must specify a reclass table with a minimium of one record!\n"	"Você apenas especifica uma tabela de reclassificação para cada um mínimo de um registro!\n"
"You must specify at least one attribute to drop!"	"Você apenas especifica o ultimo atributo para corte!"
"You need to specify a operation control grid as input!\n"	"Você apenas especifica uma operação de controle de grade de entrada!\n"
"Z"	"Z"
"Z Attribute"	"Atributo Z"
"Z Axis"	"Z Axis"
"Z Multiplier"	"Multiplicador Z"
"Z Value"	"Valor Z"
"Z Values"	"Valores Z"
"Z is Column ..."	"Z é uma coluna ..."
"Z-Offset"	"Deslocamento Z"
"Z-Range"	"Alcance Z"
"Z-Rotation"	"Rotação Z"
"Z-Scale"	"Escala Z"
"ZMax"	"ZMax"
"ZMax: %.6f"	"ZMax: %.6f"
"ZMin"	"ZMin"
"ZMin: %.6f"	"ZMin: %.6f"
"ZONE"	"ZONA"
"Zenith"	"Zenith"
"Zero"	"Zero"
"Zero as No-Data"	"Zero é um SemDados"
"Zevenbergen & Thorne"	"Zevenbergen & Thorne"
"Zevenbergen & Thorne (1987) refer to this as plan curvature"	"Zevenbergen & Thorne (1987) refer to this as plan curvature"
"Zevenbergen & Thorne (1987) refer to this as profile curvature"	"Zevenbergen & Thorne (1987) refer to this as profile curvature"
"Zonal Multiple Regression Analysis (Points and Predictor Grids)"	"Análise de regressão multipla Zonal (Prontos e grades preditoras)"
"Zonal Statistics"	"Estatísticas Zonal"
"Zone"	"Zona"
"Zone Grid"	"Zona da grade"
"Zones"	"Zonas"
"Zoom"	"Visualizar"
"Zoom To Active Layer"	"Zona para a camada ativa"
"Zoom To Extent"	"Zoom para a extensão"
"Zoom To Full Extent"	"Zoom para toda a extensão"
"Zoom To Next Extent"	"Zoom para a próxima extensão"
"Zoom To Previous Extent"	"Zoom para a extensão anterior"
"Zoom To Selection"	"Zoom para a seleção"
"Zoom View"	"Visualizar zoom"
"Zoom to added layer"	"Zoom para a camada adicionada"
"Zsoft Paintbrush"	"Pincel Zsoft "
"Zsoft Paintbrush (*.pcx)"	"Pincel Zsoft(*.pcx)"
"Zuckerrueben"	"Cultura de beterraba"
"[ERR] Could not save PDF file."	"[ERR] Não foi possível salvar o arquivo PDF."
"[FLD] Index Layer"	"[FLD] Índice da camada"
"[FLD] SVG File"	"[FLD] Arquivo SVG "
"[MSG] Save as Interactive SVG"	"[MSG] Salvar como arquivo Interativo SVG"
"[deprecated] Point Cloud Viewer"	"[obsoleta] Visualizador de nuvem de pontos"
"[deprecated] TIN Viewer"	"[obsoleta] Visualizador TIN "
"[not set]|"	"[não definida] |"
"\n** Error : Invalid parameters **\n"	"\n** Erro: parâmetros inválidos **\n"
"\nNumber of Clusters"	""
"\nNumber of Variables"	""
"\nRMS  of Residuals (stdfit):\t%f\n"	"\nRMS Residuais (stdfit):\t%f\n"
"\nValue of Target Function"	""
"\n\n ** Error : Could not close PDF engine ** \n\n"	"\n\n ** Erro: Não foi possível fechar motor PDF ** \n\n"
"\n\n ** Error : Could not save PDF file ** \n\n"	"\n\n ** Erro: Não foi possível salvar o arquivo PDF ** \n\n"
"a * b"	"a * b"
"a + b * (1 - exp(-(x / c)^2))"	"a + b * (1 - exp(-(x / c)^2))"
"a + b * (1 - exp(-x / c))"	"a + b * (1 - exp(-x / c))"
"a + b - a * b"	"a + b - a * b"
"a + b / x"	"a + b / x"
"a double number of the discretization threshold; set to 0 to make binarization"	"um número dobro do limiar de discretização; definido como 0 para fazer binarização"
"a(q)"	"a(q)"
"a(q) [lower bound]"	"a(q) [limite inferior]"
"a(q) [upper bound]"	"a(q) [limite superior]"
"a(s)"	"a(s)"
"a(s) [lower bound]"	"a(s) [limite inferior]"
"a(s) [upper bound]"	"a(s) [limite superior]"
"abort export"	"abortar exportação"
"absolute"	"absoluto"
"absolute catchment area"	"área de captação absoluta"
"access violation"	"violação de acesso"
"accucapacityflux / state"	"capacidade de fluxo acumulado / estado"
"accuflux"	"accuflux"
"accufractionflux / state"	"accufractionflux / estado"
"accuthresholdflux / state"	"accuthresholdflux / estado"
"accutriggerflux / state"	"accutriggerflux / estado"
"add"	"adicionar"
"add buffer (map units) to extent"	"adicionar buffer (unidades do mapa) para a extensão"
"add to current selection"	"adicionar à seleção atual"
"added"	"adicionado"
"adjusted"	"ajustado"
"after"	"após"
"aggregated"	"agregado"
"align grid to coordinate system"	"alinhar grade ao sistema de coordenadas"
"align to grid system"	"alinhar ao sistema de grade"
"all"	"todos"
"all attributes"	"todos os atributos"
"all classes"	"todas as classes"
"all directions"	"todas as direções"
"all entities"	"todas as entidades"
"all lines"	"todas as linhas"
"all points within search distance"	"todos os pontos dentro de distância de busca"
"all quadrants"	"todos os quadrantes"
"all shapes"	"todas os shapes"
"all sides"	"todos os lados"
"already in transaction"	"já em operação"
"alternating scale bar"	"barra de escala alternada"
"alternative"	"alternativa"
"always ask what to do"	"sempre perguntar o que fazer"
"analyzing"	"Analisando"
"angle calculation is only available when exact two features are compared"	"o cálculo do ângulo só está disponível quando duas características exatas são comparados"
"another grid"	"outra grade"
"append records, if table structure allows"	"acrescentar registros, se a estrutura da tabela permite"
"appending to existing table"	"anexando a tabela existente"
"apply coordinate transformation if appropriate"	"Aplique transformação de coordenadas, se necessário"
"apply linear flow routing (D8) to all cells, having a flow accumulation greater than the specified threshold"	"aplicar fluxo linear de encaminhamento (D8) para todas as células, com uma acumulação de fluxo maior que o limite especificado"
"approximating points..."	"Pontos de aproximação ..."
"are completely within"	"estão completamente dentro"
"are in the specified directory.\n"	"stão no diretório especificado.\n"
"area"	"área"
"arrow"	"seta"
"arrow (centered to cell)"	"seta (centralizado para celular)"
"ascending"	"ascendente"
"aspect 1"	"aspecto 1"
"aspect 2"	"aspecto 2"
"aspect 3"	"aspecto 3"
"at least two contents (sand, silt, clay) have to be given"	"pelo menos dois conteúdos (areia, silte, argila) têm de ser dadas"
"at position"	"na posição"
"attribute"	"atributo"
"attribute contains search expression"	"o atributo contém a expressão de busca"
"attribute is contained in search expression"	"o atributo está contido na expressão de busca"
"attribute is identical with search expression"	"o atributo é idêntico a expressão de pesquisa"
"attribute specifying road's type with regard to travel time"	""
"attribute to be searched; if not set all attributes will be searched"	"o atributo a ser pesquisado; se não definir todos os atributos serão procurados"
"attribute to become interpolated"	""
"attributes must be more than 1"	"atributos devem ser superior a 1"
"author      "	"autor      "
"automatically"	"automaticamente"
"average"	"média"
"average distance that a cell's accumulated flow travelled"	"Distância média que o fluxo acumulado de uma célula percorrida"
"average size of the area covered by each category that occurs within search area"	"tamanho médio da área coberta por cada categoria que ocorre dentro da área de busca"
"average value"	"valor médio"
"avoids precision problems when source and target crs use different geodedtic datums."	"evita problemas de precisão quando a origem e de destino crs usar diferentes pontos de referência geodedtic."
"b(q)"	"b(q)"
"b(q) [lower bound]"	"b(q) [limite inferior]"
"b(q) [upper bound]"	"b(q) [limite superior]"
"backward"	"para trás"
"band transformation"	"transformação de banda"
"band width search"	"busca de largura de banda"
"band width smoothing"	"largura de banda de alisamento"
"bar"	"barra"
"bar (not outlined)"	"barra (não esboçado)"
"basic SIA model"	"modelo básico SIA"
"before"	"antes"
"before tool execution check failed"	"a checagem da ferramenta falhou antes da execução"
"begin transaction command failed"	"comando de transação falhou antes da execução"
"between cells"	"entre as células"
"bi-linear saddle"	"sela bi-linear"
"bilinear"	"bilinear"
"binary"	"binário"
"bit"	"bit"
"black > blue"	"preto > azul"
"black > green"	"preto > verde"
"black > red"	"preto > vermelho"
"black hat"	"hat preto"
"blend boundary"	"limite de mistura"
"blending distance given in map units"	"distância de mistura dada em unidades do mapa"
"blue channel color"	"cor do canal azul "
"bm"	"bm"
"both"	"ambos"
"bottom"	"inferior"
"bottom / left"	"inferior / esquerdo"
"bottom left"	"inferior esquerdo"
"bottom right"	"inferior direito"
"bottom up"	"de baixo para cima"
"bottom-left"	"inferior-esquerdo"
"bottom-right"	"inferior direito"
"bounding box for clipping"	""
"bright - dark"	"claro - escuro"
"built-in"	"construídas em"
"by area size"	"por tamanho da área"
"by number of cells"	"por número de células"
"c, Percentage clays [%]"	"c, argilas percentuais [%]"
"cache memory size in MB"	"tamanho do cache de memória em MB"
"calculate averages"	"calcular médias"
"calculate from grid system"	"calcular, a partir do sistema da grade"
"calculate gradient magnitude"	"calcular gradiente de magnitude"
"calculate gradients"	"calcular gradientes"
"calculating splines..."	"cálcular estrias (splines) ..."
"calculating variance"	"cálculo de variância"
"cartesian"	"cartesiano"
"catchment area and slope..."	"área de captação e inclinação ..."
"catchment length (square root of catchment area)"	"comprimento de captação (raiz quadrada da área de captação)"
"catchment slope"	"inclinação de captação"
"catchment specific parameter for sediment delivery ratio calculation"	"parâmetro específico para captação de sedimentos cálculo da taxa de entrega"
"categorical"	"categórico"
"cell"	"célula"
"cell area"	"área celular"
"cell size of target grid"	""
"cell size to bottom-top extent"	""
"cell size to left-right extent"	""
"cells"	"células"
"cells in process"	"Células no processo"
"cellsize and lower left center coordinates"	"tamano da célula e coordenadas menores do centro-esquerda"
"cellsize and lower left corner coordinates"	"tamanho da célula ecoordenadas canto inferior esquerdo"
"cellsize and upper left center coordinates"	"tamanho da célula e cotas do centro superior esquerdo"
"cellsize and upper left corner coordinates"	"tamanho da célula e coordenadas do canto superior esquerdo"
"center"	"centro"
"center cell's aspect direction"	"direção do aspecto da célula central"
"centered"	"centralisado"
"central"	"central"
"change"	"alterar"
"check for building parts failed"	"verificar se há partes de construção falhou"
"check this in case parameter 'water' is absolute water level"	"verificar isso no parâmetro caso a água seja o nível de água absoluta"
"check this in case seed cells are coded with absolute water level"	"verificar isso no caso de células de sementes sejam codificadas com nível de água absoluta"
"checked"	"verificado"
"choose vertex type for resulting contours"	"escolher o tipo de vértice para o resultando dos contornos"
"circle"	"círculo"
"circle in rhombus"	"círculo em losango"
"circle in square"	"círculo em quadrado"
"circle in triangle (down)"	"círculo em triângulo (para baixo)"
"circle in triangle (up)"	"círculo em triângulo (para cima)"
"circle with rhombus"	"círculo com losango"
"circle with square"	"círculo com quadrado"
