TEXT	TRANSLATION
Spline sensitivity, reduce to get smoother results, recommended: 80 < Tolerance < 200	Splinesensitivität, verkleinere für weichere Ergebnisse, empfohlen: 80 < Toleranz < 200
Split Channels	
Split Parts	Teile aufteilen
Split Shapes Layer	Vektorebene aufteilen
Split Shapes Layer Randomly	Vektorebene zufällig aufteilen
Split Table/Shapes by Attribute	Teile Tabelle/Vektoren durch Attribut
Square	Rechteck
Squared Eccentricity (es)	
Stability	
Standard	
Standard (max. 90Degree)	
Standard Deviation	Standardabweichung
Standard Deviation (Percent of Radius)	Standardabweichung (Prozent des Radius)
Standard Distance	
Standard Parallel	
Standard Terrain Analysis	
Standard deviation	
Standard kernel 3	
Standardized Height	
Start Project	Starte Projekt
Start Value	Startwert
Start Values	Startwerte
Starting flood fill...	Beginne Flutfüllung
Statistics	Statistik
Statistics for Grids	
Std.Dev.	
Steepest gradient (first version)	
Steepest gradient (second version)	
Stems	
Stems to Litter	
Step	
Step 1: low-pass of stripe	
Step 2: low-pass between stripe and its surruondings	
Stepwidth	Schrittweite
Stereo Eye Distance [Degree]	Stereo Augendistanz [Grad]
Stereographic	
Stop on Error	
Storage	
Storage Configuration	
Strahler Order	
Stream Power	
Stream Power Index	
Streamflow (obs.) Column	
Streamflow Column	
Strings in Quota	
Stripes distance	
Style	Stil
Subbasin 	
Subbasin Inflow	
Subbasins	
Subsurface flow [m/dt]	
Subtitle	Untertitel
Subtract Volumes Below Base Level	Ziehe Volumen unterhalb der Basislinie ab
Subtraction	
Sudoku	
Summary	Zusammenfassung
Summary Table	tabellarische Zusammenfassung
Summary table.	
Summary:\n	
Summary_	Zusammenfassung_
Sum|Min|Max|	
Sunrise	
Sunset	
Supervised Classification	beaufsichtigte Klassifizierung
Surface	
Surface Specific Points	
Surface hydraulic conductivity [m/h]	
Surfer Blanking Files (*.bln)|*.bln|All Files|*.*	
Surfer Grid (*.grd)|*.grd|All Files|*.*	
Surfer's No Data Value	
Swath Profile	
Swath Width	
Swath width measured in map units.	
Syntax error at position #%d: \n%s\n	Syntaxfehler an Position #%: \n%s\n
System	System
T Curvature	
T Slope	
T Vertical Distance to Channel Network	
TFAC(	
TIFF files (*.tif)	
TIN	TIN
TIN - Tools	TIN - Werkzeuge
TIN Centroids	
TIN Edges	
TIN Manager	
TIN Triangles	
TIN Voronoi	
TIN to Shapes	TIN zu Vektoren
TIN_Gradient	
TINs	
TMP Column: Subbasin: 	
TOPMODEL	
TOPMODEL - Simulation Output	
TOT_N	
TYPE	
T_MELT(	
T_RAIN(	
Table	Tabelle
Table (with Trend)	Tabelle (mit Trend)
Table - Calculus	Tabelle - Rechnung
Table - Tools	Tabelle - Werkzeuge
Table / Shapes	Tabelle / Vektoren
Table Deletion	
Table Export	
Table Field Description	
Table Import	
Table Manager	
Table Name	
Table calculator	Tabellenrechner
Table calculator for shapes	Tabellenrechner für Vektoren
Table could not be opened.	
Table does not contain any data.	
Table from Query	
Table from SQL Query	
Tables	Tabellen
Table|Calculus	Tabelle|Rechner
Table|Tools	Tabelle|Werkzeuge
Tagged Image File Format	Tagged Image Dateiformat
Tagged Image File Format (*.tif, *.tiff)	
Take Formula	
Target	
Target Area	
Target Areas	
Target Cellsize	
Target Coordinate System Error	
Target Coordinate System Type Error	
Target Datum	
Target Datum Error	
Target Dimensions	Zieldimension
Target Grid	Zielraster
Target Grid Type	
Target Grids	
Target Parameter List Initialisation Error	
Target Parameters	
Target Projection	
Target Projection Error	
Target Projection Parameters	
Temperature (2pm) [DegreeC]	
Temperature Column	
Temperature Gradient [Deg.Celsius/km]	
Temperature Modulation Factor (f)	
Temperature Modulation Factor f	
Temperature Threshold for Melting	
Temperature Threshold for Melting (lower bound)	
Temperature Threshold for Melting (upper bound)	
Temperature Threshold for Rainfall	
Temperature Threshold for Rainfall (lower bound)	
Temperature Threshold for Rainfall (upper bound)	
Temperature at Reference Station [Deg.Celsius]	
Template Menu|Template Sub Menu	
Template Module Sub Menu	
Temporary files	temporäre Dateien
Tension Threshold	Spannungsschwellenwert
Tension Threshold [m]	
Terrain Analysis	
Terrain Analysis - Channels	
Terrain Analysis - Compound Analyses	
Terrain Analysis - Hydrology	
Terrain Analysis - Lighting, Visibility	
Terrain Analysis - Morphometry	
Terrain Analysis - Preprocessing	
Terrain Analysis - Profiles	
Terrain Analysis: Compound Analyses.\nThis library depends on the following SAGA module libraries:\n- ta_channels\n- ta_flow\n- ta_indices\n- ta_lighting\n- ta_morphometry\n- ta_preproc\n	
Terrain Analysis|Channels	
Terrain Analysis|Hydrology	
Terrain Analysis|Lighting	
Terrain Analysis|Morphometry	
Terrain Analysis|Preprocessing	
Terrain Analysis|Profiles	
Terrain Path Cross Sections	
Terrain Ruggedness Index (TRI)	
Terrain View Factor	
Text	Text
Text File	
Text Files	Textdateien
Text Files (*.txt)	Textdateien (*.txt)
Text Table (*.txt)	
Text files (*.txt)	
The GeoTRANS engine could not be initialized !!\n\n	
The LAS output file.	
The Topographic Wetness Index: ln( Area / tan(Slope) )	
The angle between the surface and the incoming light beams, measured in radians.	
The column holding the X-coordinate.	
The column holding the Y-coordinate.	
The column holding the Z-coordinate.	
The delay after the start of rainfall, before the discharge starts to rise.	
The grid to filter.	zu filterndes Raster.
The grids geo-reference must be related either to the center or the corner of its lower left grid cell.	
The inverse selection is not implemented for input shapefiles with more than one polygon!	Die invertierte Auswahl ist nicht für die Eingabe von Vektordateien mit mehr als einem Polygon geeignet!
The method used to identify surface specific points.	Die Methode die zum Identifizieren spezifischer Oberflächenpunkte benutzt wird.
The numbers (starting from 1) of the fields to use for clustering, separated by semicolon, e.g. \"4;5;7\"	
The point cloud to export.	
The resulting grid gives the altitude above the channel network in the same units as the elevation data.	
The terrain exaggeration factor allows to increase the shading contrasts in flat areas.	
The transmittance of the atmosphere, usually between 60 and 80 percent.	
The unobstructed hemisphere given as percentage.	
The values in the specified radius is used in the average calculation only if its difference with the central value is lesser or equal to this threshold.	
The values of the resultant grid can be either the seed value (e.g. the local maximum) or the enumerated segment id.	Die Werte des resultierenden Rasters können entweder der Ausgangswert (z.B. lokales Maximum) oder die ausgezählte Segment ID sein.
Theme	
Theme Field	
There is no grid to request.	Es ist kein Raster zur Abfrage ausgewählt.
There is nothing to merge, because less than 2 grids have been selected.	Es gibt nicht zu verschmelzen, da weniger als 2 Raster ausgewählt wurden.
Thiam's Transformed Vegetation Index	Thiams umgewandelter Vegetationsindex
Thin Plate Spline (Global)	
Thin Plate Spline (Local)	Thin Plate Spline (Lokal)
Thin Plate Spline (TIN)	
Thin Plate Spline: solving matrix	Thin Plate Spline: Lösungsmatrix
This grid indicates the cells you want calculate the average.	
This grid is used to select cells.	
This is a Test!!!	Dieses ist ein Test!!
This is a floating point value parameter with double precision (8 bytes).	
This is the horizontal component of the overland flow	
This is the vertical component of the overland flow	
This must be your input data of type grid.	Dieses müssen die Eingabedaten des Typs Raster sein
This must be your input data of type shapes.	
This optional grid output contains the interpolated channel network base level elevations.	
This shapes layer will contain the resulting channel network in vector format (lines).	
This value is ignored if set to zero.	
This value is used as constant if no vapour pressure grid is given.	
This version uses all valid cells (not \'no data\' values) of given target grid to determine the contributing area.	
This will contain your output data of type grid.	
This will contain your output data of type shapes.	
Thomas Schorr (c) 2007	
Thomas Wutzler (c) 2004	
Threshold	Schwellenwert
Threshold (Grid Units)	Schwellenwert (Rastereinheiten)
Threshold (Init.)	Schwellenwert (Init.)
Threshold - Similarity	
Threshold Buffer	Schwellenwert Puffer
Threshold Elevation	
Threshold Error	Schwellenwertfehler
Threshold Grid	Schwellenwert Raster
Threshold Height	
Threshold Type	Schwellenwert Typ
Threshold [Percent]	Schwellenwert [Prozent]
Threshold for Elevation Percentile (Lowness)	
Threshold for Elevation Percentile (Upness)	
Threshold for Peucker & Douglas Algorithm	
Threshold for automatic mode [MB]	Schwellenwert für automatischen Betrieb [MB]
Threshold for different route	Schwellenwert für verschiedene Wege
Threshold for plane	
Thresholds	Schwellenwert
Thumbnail Size	Miniaturbildgröße
Thumbnails	Miniaturbilder
Tick Points	
Tiempo	
Tiempo de inicio (min)	
Tiempo de simulacion (min)	
Tile Size (X)	
Tile Size (Y)	
Tile Size Definition	
Tiles	Kacheln
Tiling	
Tilt	
Time	
Time Delay (Rain-Runoff)	
Time Delay after Start of Rainfall (INTEGER)	
Time Interval [a]	
Time Out (h)	
Time Out(h)	
Time Period	
Time Range	
Time Resolution [d]: Range of Days	
Time Resolution [h]: Day	
Time Span	
Time Span [a]	
Time Span [h]	
Time Stamp without date	
Time Step [h]	
Time [a]	
Time interval is to large for a stable solution.	
Time span used for the calculation of daily radiation sums.	
Time step size for a day's calculation given in hours.	
Time step size for a range of days calculation given in days.	
Tolerance	Toleranz
Tolerance (Degree)	Toleranz (Grad)
Tolerance [Degree]	
Tools for (geo)statistical analyses.	
Tools for (grid based) digital terrain analysis.	
Tools for Triangulated Irregular Network (TIN) processing.	Werkzeuge für die Berechnung dreieckiger irregulärer Netzwerke (TIN). 
Tools for digital terrain analysis.	
Tools for lines.	Werkzeuge für Linien
Tools for point clouds.	Werkzeuge für Punktwolken
Tools for polygons.	Werkzeuge für Polygone
Tools for the georeferencing of spatial data (grids/shapes).	
Tools for the gridding of points and other vector data.	Werkzeuge für das Rastern von Punkten und anderen Vektordaten
Tools for the import and export of ASPRS LAS files.	
Tools for the import and export of DXF files.	
Tools for the import and export of gridded data.	
Tools for the import and export of tables.	
Tools for the import and export of vector data.	
Tools for the manipulation of gridded data.	Werkzeuge für die Manipulation gerasterter Daten.
Tools for the manipulation of point vector data.	Werkzeuge für die Veränderung von Punktvektordaten
Tools for the manipulation of vector data.	Werkzeuge für die Veränderung von Vektordaten
Tools for the preprocessing of digital terrain models.	
Tools related to gridded and vector data (conversions, combinations, etc.).	Werkzeuge für gerasterte und Vektordaten (Kombinationen etc.)
Top	Oben
Top to Bottom	
Topgraphic Wetness Index	
Topographic Correction	
Topographic Indices	
Topographic Wetness Index	
Total	
Total Catchment Area (TCA)	
Total Catchment Area [km2]	
Total Insolation	
Total accumulated Material	
Total flow (in watershed) [m\xc2\xb3/dt]	
Total flow [m/dt]	
Total insolation, the sum of direct and diffuse incoming solar radiation.	
Total memory size	Gesamte Speichergröße
Tracing: Convergence	
Tracing: Max. Divergence	
Tracing: Stop after x cells with divergent flow	
Tracing: Weight	
Training Areas	Trainingsgebiete
Transactions	
Transect through polygon shapefile	
Transfer Coefficients	
Transform Point Cloud	Wandle Punktwolken um
Transform Shapes	Vektordaten umwandeln
Transformation	
Transformed	Umgewandelt
Transformed Vegetation Index	Umgewandelter Vegetationsindex
Transitional	vorübergehend
Translation	
Translation X	
Translation Y	
Translation Z	
Translation: X	
Translation: Y	
Transmissivity	
Transparency	Transparenz
Transversal radius	
Transverse Cylindrical Equal Area	
Transverse Mercator	
Tree	Baum
Trend	
Trend Surface	
Trend Surface Analysis	
Trend Surface Type	
Trend for Shapes Data	Trend für Vektordaten
Trend for Table Data	Trend für Tabellendaten
Triangles	Dreiecke
Triangulation	
True Scale Latitude	
TwFAC(	
Two Parallel Storages	
Two Storages in Series	
Two Storages in Series !!! not yet implemented !!!	
Type	Typ
Type in a value that shall be used for the chosen mathematical operation.	
Type of Output	
Type of Quality Measure	
Type of Surface	
Type of distance calculation	
Type of smoothing	
USGS SRTM Grids (*.hgt)|*.hgt|All Files|*.*	
Unable to open LAS file!	
Unable to open input file!	
Undefined Coordinate System	undefiniertes Koordinatensystem
Undetermined	unbestimmt
Uniform	einheitlich
Union	Verbindung
Union of	Vereinigung von
Unique	
Unit	
Unit Name	
Units	
Units for output radiation values.	
Universal Kriging	
Universal Kriging (Global)	
Universal Kriging (VF)	
Universal Kriging (VF, Global)	
Universal Transvers Mercator (UTM)	
Unknown	
Unsaturated zone time delay per unit storage deficit [h]	
Up-Scaling	Heraufskalieren
Up/Down	Auf/Ab
Update	
Update View	Aktualisiere Ansicht
Update Views	
Update cluster view while clustering.	Aktualisiere Gruppenansicht während der Gruppenbildung
Update view during simulation.	
Upper Tolerance	Obere Toleranz
Upslope Area	
Upslope Basins	
Use 5 percent confidence interval	Nutze 5 Prozent Vertrauensintervall
Use Confidence Interval	Nutze Vertrauensintervall
Use D8 if catchment area becomes higher than specified threshold (Cells).	
Use D8 if catchment area becomes higher than specified threshold.	
Use Offset	Nutze Versatz
Use Surfer's No-Data Value	
Use Target Area Polygon	
Use Z-Range	
Use field content	Nutze den Feldinhalt
Use only seed cells as starting points.	
Use sky view factor based on local slope (after Oke 1988), if no sky viev factor grid is given.	
Use the stipple bitmap	Benutze die verschattete Bitmap
Use the user dashes	Benutze den benutzerdefinierten Strich
Use this option to reclassify No-Data values independently of the method settings.	Nutze diese Option um No-Data-Werte unabhängig von der Methodenauswahl neu zu berechnen.
Use this option to reclassify all other values that are not specified in the options above.	Nutze diese Option um alle anderen Werte die nicht in den obengenannten Optionen ausgewählt wurden neu zu berechnen.
Use x -Values	Benutze x -Werte
User	Benutzer
User Defined	
User Defined Datum	
User Defined Extent	Benutzdefinierter Auszug
User Defined Filter	
User Defined Grid	Nutzerdefiniertes Raster
User Defined Grid System	
User Defined Kernel	
User Defined No Data Value	
User Defined NoData Value	
User Name	Benutzername
User defined	Benutzerdefiniert
User defined grid	Benutzerdefinertes Raster
User defined range	Benutzerdefinierter Bereich
User defined rank	
User defined rescale	Benutzerdefinierte Massstabsänderung
Username	
Using temperature data?	
Using the snow-melt module?	
VALUE	WERT
VARIANCE	VARIANZ
VARIATION	
Valley Depth	
Value	Wert
Value Count	
Value Grid	Wert Raster
Value Preparation	Wertaufbereitung
Value Range	Wertebereich
Value as RGB Code	Wert als RGB Code
Value for 'no data'	
Value in Grid 1	Wert in Raster 1
Value in Grid 2	Wert in Raster 2
Value of Target Function	
Value of right cells in the Mask Grid	
Value to be replaced	zu ersetzender Wert
Value to reclassify.	neu zu berechnender Wert
Value which is assigned to the dummy grid.	Wert der Attrappenraster zugeordnet ist
Values	Werte
Values between A and B increase from 0 to 1, values between B and C will be set to 1.	
Values between B and C will be set to 1, values between C and D decrease from 1 to 0.	
Values greater than D will be set to 0.	
Values lower than A will be set to 0.	
Van der Grinten	
Variance	Streuung
Variance (version 1)	
Variance (version 2)	
Variance Radius	
Variance in Feature Space	
Variance in Position Space	
Variogram	
Variogram (Dialog))	
Variogram Cloud	
Variogram Model	
Variogram Surface	
Various Authors	Verschiedene Autoren
Various authors.	verschiedene Autoren
Vector Ruggedness Measure (VRM)	
Vector Terrain Ruggedness (VRM)	
Vectorised class as...	Vektorisierte Klasse als..
Vectorising Grid Classes	Rasterklassen vektorisieren
Vectorizing headers...	
Vectorizing subbasins...	
Vegetation Index[distance based]	Vegetationsindex [entfernungsbasiert]
Vegetation Index[slope based]	Vegetationsindex [neigungsbasiert]
Velocidad del viento	
Velocidad del viento (km/h)	
Version	
Vertex Distance [Degree]	
Vertical (drainage) flux [m/dt]	
Vertical Distance	
Vertical Distance to Channel Network	
Vertical Overland Flow Distance	
Vertical Range	Vertikaler Bereich
Vertical hatch	vertikale Schraffur
Vertically mirrored	vertikal gespiegelt
ViGrA - Basic Morphological Operations	
ViGrA - Distance	
ViGrA - Edge Detection	
ViGrA - Fourier Filter	
ViGrA - Fourier Transform	
ViGrA - Fourier Transform (Real)	
ViGrA - Fourier Transform Inverse	
ViGrA - Smoothing	
ViGrA - Watershed Segmentation	
Victor Olaya (c) 2005	
Visibility	
Visibility (single point)	
Visible Sky	
Vol. +	
Vol. -	
Volker Wichmann (c) 2010, LASERDATA GmbH	
Volume: %f	Volumen: %f
Volumes	
W	
WARNING	
WARNING: %d invalid points skipped!	
WARNING: Skipping misformatted line (%.0f)!	
WARNING: selected attribute is not numeric; generating unique identifiers instead.	Warnung: das ausgewählte Attribut ist nicht numerisch; erzeuge stattdessen eindeutige Identifizierer.
WASP Map Files (*.map)	
WHITE_BLUE	
WHITE_GREEN	
WHITE_RED	
WKT Files (*.wkt)	
Wa-Tor	
Water	
Water Content [cm]	
Water Retention Capacity	
Water Vapour Pressure [mbar]	
Water content change across the wetting front	
Water content of a vertical slice of atmosphere in cm: 1.5 to 1.7, average=1.68	
Watershed Basins	
Watershed Basins (extended)	
Watershed Subbasins	
We must keep the coordinates, please choose another field than x,y,z!	Die Koordinaten werden benötigt, bitte wähle ein anderes Feld als x, y, z!
Weight	Gewichtung
Weight for Red Grid out of range (0..100) - Cannot execute module	
Weight for grid 	Gewichtung für Raster
Weighted	Gewichtet
Weighting	
Weighting Neighbors	Gewichtete Nachbarn
Weights	Massen
Well Known Text File	
West	
West []	
West-East	West/Ost
Wetness Index	
Wetness decline time constant (Tw)	
Wetness index	
Wetness index calculation...	
Wetting front suction [m]	
Where	
Width	Breite
Width (Cells)	Breite (Zellen)
Width of gradient filter	
Wind Direction	
Wind Direction (Degree)	
Wind Direction (degrees clockwise from north)	
Wind Effect	
Wind Effect (Windward/Leeward Index)	
Wind Speed	
Wind Speed (m/s)	
Wind direction (degrees clockwise from north)	
Wind speed (m/s)	
Windows or OS/2 Bitmap	Windows oder OS/2 Bitmap
Windows or OS/2 Bitmap (*.bmp)	
Wintergerste	
Winterraps	
Winterroggen	
Winterweizen	
Wood Fuel Moisture	
Write Field Names	
Write all calculated Time Series in a table?	
X	
X Axis	
X Column	
X Component	X Komponente
X Coordinates	
X Position	
X Values	X Werte
X is Column ...	
X offset	X Versatz
X-Coordinate	
X-Extent	X-Abmessung
X-Range	
X-Rotation	
X11 Pixel Map	X11 Pixelkarte
XYZ Files (*.xyz)	
XYZ export filter for shapes. 	
XYZ files (*.xyz)	
Y	
Y = a * X^b (power)	
Y = a + b * X (linear)	
Y = a + b * ln(X) (logarithmic)	
Y = a + b / X	
Y = a / (b - X)	
Y = a e^(b * X) (exponential)	
Y Axis	
Y Column	
Y Component	Y Komponente
Y Coordinates	
Y Position	
Y Values	Y Werte
Y is Column ...	
Y offset	Y Versatz
Y-Coordinate	
Y-Extent	Y-Abmessung
Y-Range	
Y-Rotation	
YELLOW_BLUE	
YELLOW_GREEN	
YELLOW_RED	
You have to choose a grid for comparison	Für den Vergleich sind Rasterdaten auszuwählen
You have to choose a shapes layer for comparison	Für den Vergleich ist eine Vektorebene auszuwählen
You must specify a reclass table with a minimium (field 1), a maximum (field 2) and a code value (field 3)!\n	Du musst eine Neueinteilungstabelle mit Minimum (Feld 1), Maximum (Feld 2) und Kodewert (Feld 3) auswählen!\n
You must specify a reclass table with a minimium of one record!\n	Du musst eine Neueinteilungstabelle mit mindestens einem Datensatz auswählen!\n
Z	
Z Attribute	
Z Axis	
Z Multiplier	
Z Value	Z Wert
Z Values	Z Werte
Z [max]	
Z [max_sd]	
Z [mean]	
Z [min]	
Z [min_sd]	
Z is Column ...	
Z-Range	
Z-Rotation	
ZONE	
Zero	Null
Zevenbergen & Thorne	
Zonal Statistics	
Zone	
Zone Grid	
Zoom View	Zoomblick
Zsoft Paintbrush	
Zsoft Paintbrush (*.pcx)	
Zuckerrueben	
[BTN] Add	Hinzufügen
[BTN] Add All	
[BTN] Apply	Anwenden
[BTN] Button	Knopf
[BTN] Cancel	Abbrechen
[BTN] Clear	Hau Wech!
[BTN] Count	Anzahl
[BTN] Delete	Löschen
[BTN] Down	Ab
[BTN] Execute	Mach Hinne
[BTN] Insert	Einfügen
[BTN] Invert	Invertieren
[BTN] Load	Laden
[BTN] Mirror	Spiegeln
[BTN] Okay	
[BTN] Presets	Voreinstellungen
[BTN] Random	Zufall
[BTN] Restore	Wiederherstellen
[BTN] Save	Speichern
[BTN] Up	Auf
[CAP] 3D-View	3D-Ansicht
[CAP] 3D-View: Player Sequence	3D-Ansicht: Abspielsequenz
[CAP] About SAGA	Über SAGA
[CAP] Anaglyph	
[CAP] Arithmetic Mean	Mittelwert
[CAP] Attribute	Attribut
[CAP] Attribute (Size)	Attribut (Größe)
[CAP] Attribute Values	
[CAP] Attributes	Attribute
[CAP] Author	Autor
[CAP] Background Color	Hintergrundfarbe
[CAP] Beep when finished	Ton wenn fertig
[CAP] Buffer Size MB	Pufferspeichergröße [MB]
[CAP] Cell Size	Zellgröße
[CAP] Chart	Diagramm
[CAP] Chart Properties	Diagrammkonfiguration
[CAP] Choose Directory	Wähle Verzeichnis
[CAP] Circles	Kreise
[CAP] Clipboard	Zwischenablage
[CAP] Close	Schließen
[CAP] Close and save modified data sets...	Schließen und veränderte Dateien speichern
[CAP] Color	Farbe
[CAP] Color by Attribute	Farbe durch Attribut gesteuert
[CAP] Coloring	Kolorieren
[CAP] Colors	Farben
[CAP] Create Script Command File	Kommando-Script erzeugen
[CAP] Data	Daten
[CAP] Data History	Datengeschichte
[CAP] Decimals	Dezimalzahlen
[CAP] Default Size	voreingestellte Größe
[CAP] Defaults	Voreinstellungen
[CAP] Delete	Löschen
[CAP] Description	Beschreibung
[CAP] Diagram	Diagramm
[CAP] Display	Darstellung
[CAP] Display Resolution	Auflösung
[CAP] Display Type	Darstellungsart
[CAP] Display: Cell Values	Darstellung: Zellwerte
[CAP] Display: Color Classification	Darstellung: Farbklassifikation
[CAP] Display: Label	Darstellung: Bezeichnung
[CAP] Display: Size	Darstellung: Größe
[CAP] Display: Visibility	Darstellung: Sichtbarkeit
[CAP] East	
[CAP] Edit	Editieren
[CAP] Edit Point Cloud	
[CAP] Edit Shapes	Vektordaten editieren
[CAP] Elevation	Höhe
[CAP] Errors	Fehler
[CAP] Exaggeration	Überhöhung
[CAP] Execution	Modulausführung
[CAP] Exit	Beenden
[CAP] Eye Distance [Degree]	Augenentfernung [Grad]
[CAP] Field	Feld
[CAP] Fields	Felder
[CAP] Figure	Figur
[CAP] File	Datei
[CAP] File Cache [MB]	
[CAP] Fill Color	Füllfarbe
[CAP] Fill Style	Füllstil
[CAP] Fit Map Scale	Maßstab anpassen
[CAP] Fit Size to Window	Größe an Fenster anpassen
[CAP] Fixed Maximum	Festes Maximum
[CAP] Fixed Minimum	Festes Minimum
[CAP] Font	Schriftart
[CAP] Frame	Rahmen
[CAP] Frame Width	Rahmenbreite
[CAP] General	Allgemein
[CAP] Graduated Color	Abgestufte Farben
[CAP] Grid	Raster
[CAP] Grid System	Raster System
[CAP] Grid Systems	Raster Systeme
[CAP] Grids	Raster
[CAP] Height	Höhe
[CAP] Histogram	Histogramm
[CAP] History	Verlauf
[CAP] Horizontal Align	horizontal ausgerichtet
[CAP] Html Extra Info	
[CAP] Index	
[CAP] Input	Eingabe
[CAP] Interpolated	Interpoliert
[CAP] Interpolation	
[CAP] Label	Bezeichnung
[CAP] Layers	Ebenen
[CAP] Legend	Legende
[CAP] Legend Border Colour	Farbe Legendengrenze
[CAP] Legend Frame Width	Rahmenbreite Legende
[CAP] Legend Scale	Massstab Legende
[CAP] Line Style	Linienstil
[CAP] Load	Laden
[CAP] Load Colors	Lade Farben
[CAP] Load Grid	Lade Raster
[CAP] Load Module Library	Lade Modulbibliothek
[CAP] Load Point Cloud	Lade Punktwolke
[CAP] Load Project	Lade Projekt
[CAP] Load Settings	Lade Einstellungen
[CAP] Load Shapes	Lade Vektordaten
[CAP] Load TIN	Lade TIN
[CAP] Load Table	Lade Tabelle
[CAP] Load Text	Lade Text
[CAP] Logarithmic Stretch Factor	Logarithmische Streckung
[CAP] Lookup Table	Nachschlagetabelle
[CAP] Map	Karte
[CAP] Map Extent	Kartenausdehnung
[CAP] Map Scale	Maßstab
[CAP] Map Selection	Kartenauswahl
[CAP] Map-Layout	Karten-Layout
[CAP] Maps	Karten
[CAP] Maximum	
[CAP] Maximum Value	Maximalwert
[CAP] Mean	Mittelwert
[CAP] Memory	Speicher
[CAP] Memory Compression	Speicherkommpression
[CAP] Memory Handling	Speicherverwaltung
[CAP] Memory Size [MB]	
[CAP] Messages	Nachrichten
[CAP] Minimum	Minimum
[CAP] Minimum Value	Minimalwert
[CAP] Mode	Modus
[CAP] Modified	Modifiziert
[CAP] Module Execution	Modulausführung
[CAP] Module Libraries	Modulbibliotheken
[CAP] Module Library	Modulbibliothek
[CAP] Modules	Module
[CAP] Name	
[CAP] No Data	Keine Daten
[CAP] No Data Cells	
[CAP] No Data Value	
[CAP] North	
[CAP] Number Of Cells	Anzahl der Zellen
[CAP] Number Of Grids	Anzahl der Rasterdatensätze
[CAP] Number Of Shapes	Anzahl der Vektordatensätze
[CAP] Number of Cells	
[CAP] Number of Columns	
[CAP] Number of Points	Anzahl der Zellen
[CAP] Number of Rows	
[CAP] Numerical Precision	
[CAP] Object Properties	Objektkonfiguration
[CAP] Open	Öffnen
[CAP] Options	Optionen
[CAP] Outline	Umrandung
[CAP] Outline Color	Umrandungsfarbe
[CAP] Outline Size	Umrandungsgröße
[CAP] Overlay 1	
[CAP] Overlay 2	
[CAP] Parameters	Parameter
[CAP] Perspectivic Distance	Perspektivischer Abstand
[CAP] Point Cloud	Punktwolken
[CAP] Point Clouds	Punktwolken
[CAP] Point Size	Punktgröße
[CAP] PointCloud	Punktwolken
[CAP] Points	Punkte
[CAP] Preset Selection	Vorgabe Auswahl
[CAP] Print Layout	Drucklayout
[CAP] Print Preview	Druckvorschau
[CAP] Project File	Projektdatei
[CAP] Projection	Projektion
[CAP] Properties	Eigenschaften
[CAP] RGB Overlay	
[CAP] Records	Datensätze
[CAP] Regression Details	Regressionsdetails
[CAP] Regression Formula	Regressionsformel
[CAP] Rotation	Drehung
[CAP] Rotation (Degree)	Drehung (Grad)
[CAP] Rotation by Attribute	Drehung durch Attribut
[CAP] Save	Speichern
[CAP] Save As Image	Als Bild speichern...
[CAP] Save Colors	Farben speichern
[CAP] Save Grid	Raster speichern
[CAP] Save Grid as Image...	Raster als Bild speichern..
[CAP] Save Map as Image...	Karte als Bild speichern
[CAP] Save Point Cloud	Punktwolke speichern
[CAP] Save Project	Projekt speichern
[CAP] Save Settings	Einstellungen speichern
[CAP] Save Shapes	Vektordaten speichern
[CAP] Save TIN	TIN speichern
[CAP] Save Table	Tabelle speichern
[CAP] Save Text	Text speichern
[CAP] Save to PDF	Als PDF speichern
[CAP] Scale Dependent	Massstabsabhängig
[CAP] Scatterplot	
[CAP] Select File	Datei wählen
[CAP] Selection	Auswahl
[CAP] Settings	Einstellungen
[CAP] Shade	Schatten
[CAP] Shapes	Vektordaten
[CAP] Shift	
[CAP] Show	Anzeigen
[CAP] Show Always	Immer zeigen
[CAP] Show Centroid	Zeige Schwerpunkt
[CAP] Show Edges	Kanten anzeigen
[CAP] Show Filled	Ausgefüllt zeigen
[CAP] Show Legend	Legende anzeigen
[CAP] Show Nodes	Zeige Knoten
[CAP] Show Regression Curve	Regressionskurve anzeigen
[CAP] Show Scale	Zeige Massstab
[CAP] Show Vertices	Zeige Knotenpunkte
[CAP] Size	Größe
[CAP] Size Range	Größenspanne
[CAP] Size by Attribute	Größe durch Attribut
[CAP] Size relates to...	Größe abhängig von
[CAP] Snap Distance	Einrastdistanz
[CAP] Snap to...	Einrasten zu..
[CAP] South	
[CAP] South-North	Süd-Nord
[CAP] Standard	Standard
[CAP] Standard Deviation	Standardabweichung
[CAP] Symbol Image	Symbol Bild
[CAP] Symbol Type	Symbol Typ
[CAP] TIN	
[CAP] Table	Tabelle
[CAP] Table Description	Tabellenbeschreibung
[CAP] Tables	Tabellen
[CAP] This Is Not A Caption!	Dieses ist keine Beschriftung!
[CAP] Transparency [%]	Transparenz [%]
[CAP] Type	Typ
[CAP] Unique Symbol	Einheitliches Symbol
[CAP] Unit	Einheit
[CAP] Value	Wert
[CAP] Value Aggregation	Wertezusammenfassung
[CAP] Value Maximum	
[CAP] Value Minimum	
[CAP] Value Range	Wertebereich
[CAP] Value Type	Wertetyp
[CAP] Values	Werte
[CAP] Version	
[CAP] Vertical Align	vertikale Ausrichtung
[CAP] Weight	Wichtung
[CAP] West	
[CAP] West-East	West-Ost
